Transaction ID,Private sector donor,Business sector,Donor country of registration,Recipient,Donation type,Donation status,Est USD value,Notes,Source,Donor ID,Recipient ID
171,Chubb Limited,Financials,Switzerland,Project Hope [NGO],cash,pledged,1000000,Grant plus employee match campaign proceeds for humanitarian relief to the people of Ukraine. ,"Public reporting
[https://twitter.com/Chubb/status/1502335728432431111]",do-91,ro-87
172,Circle K,Consumer staples,Canada,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,1070159,"CHF 1,029,905 from Canadian-owned convenience stores.","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 25-May-22]",do-92,XM-DAC-21018
173,"Cisco Systems, Inc.",Information technology,United States of America,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,8421,"CHF 8,104 from major American software company, delivered through Charities Aid Foundation.","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 25-May-22]",do-93,XM-DAC-21018
174,"Cisco Systems, Inc.",Information technology,United States of America,Unspecified (see notes),cash,pledged,1000000,Donation made as part of the Global Citizen Stand Up for Ukraine campaign.,"Public reporting
[https://www.globalcitizen.org/en/content/stand-up-for-ukraine-impact-report]",do-93,ro-2
175,"Cisco Systems, Inc.",Information technology,United States of America,Unspecified (see notes),in-kind,pledged,3000000,Donation made as part of the Global Citizen Stand Up for Ukraine campaign.,"Public reporting
[https://www.globalcitizen.org/en/content/stand-up-for-ukraine-impact-report]",do-93,ro-2
657,"Cisco Systems, Inc.",Information technology,United States of America,World Food Programme (WFP),cash,paid,150000,Cash donation.,"Bilateral - recipient report
[Confirmed email 14-June-22]",do-93,XM-DAC-41140
176,"Civitas Resources, Inc.",Energy,United States of America,Unspecified (see notes),cash,pledged,10000000,Pledge from US-based energy company. ,"Public reporting
[https://www.businesswire.com/news/home/20220316006131/en/Civitas-Pledges-10-Million-in-Humanitarian-Aid-to-Ukrainians]",do-94,ro-2
177,Clorox Company,Consumer staples,United States of America,American Red Cross,cash,pledged,100000,Proceeds from 1:1 employee match giving program,"Public reporting
[https://www.uschamberfoundation.org/aid-event/humanitarian-crisis-ukraine/clorox-company-humanitarian-crisis-ukraine]",do-95,ro-5
178,CNH Industrial International SA,Industrials,United Kingdom,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,368397,"CHF 355,069 from American-Italian agricultural machinery company.","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 25-May-22]",do-96,XM-DAC-21018
179,Coca-Cola Europacific Partners plc,Consumer staples,United Kingdom,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,213982,"CHF 206,202 from British Coca-Cola bottling companies.","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 25-May-22]",do-97,XM-DAC-21018
180,Collette Travel Services,Consumer discretionary,United States of America,Unspecified (see notes),cash,pledged,200000,Pledge to support humanitarian organizations on the ground in Ukraine.,"Public reporting
[https://www.facebook.com/GoCollette/photos/a.267041446678649/4862080720508009/]",do-98,ro-2
181,Columbia Sportswear,Consumer discretionary,United States of America,Ukraine Humanitarian Fund (UHF),cash,pledged,25000,Cash donation from clothing company.,"Bilateral - recipient report
[Confirmed email 31-May-22]",do-99,ro-113
182,Columbus Energy,Energy,Poland,UN Global Compact Network Poland,cash,pledged,11500,"PLN 50,000 cash donation",Bilateral - donor report [Email 9-Jun-22],do-415,ro-117
183,ConocoPhillips,Energy,United States of America,American Red Cross,cash,paid,1000000,Part of a $2m initial commitment to support Ukraine.,"Bilateral - donor report
[Confirmed email 17-May-22]

See also public reporting
[https://www.conocophillips.com/news-media/story/conocophillips-contributes-to-humanitarian-efforts-in-ukraine]",do-100,ro-5
184,ConocoPhillips,Energy,United States of America,United Nations Children's Fund (UNICEF),cash,paid,950000,Part of a $2m initial commitment to support Ukraine. Donation to UNICEF National Committee USA.,"Bilateral - recipient report
[Confirmed email 28-June-22]

Bilateral - donor report
[Confirmed email 17-May-22]

See also public reporting
[https://www.conocophillips.com/news-media/story/conocophillips-contributes-to-humanitarian-efforts-in-ukraine]",do-100,XM-DAC-41122
185,Continental Development Corporation,Real estate,United States of America,GlobalGiving [NGO],cash,pledged,10000,"Donation to the GlobalGiving Ukraine Crisis Relief Fund, made as part of the Global Citizen Stand Up for Ukraine campaign.","Public reporting
[https://www.globalcitizen.org/en/content/stand-up-for-ukraine-impact-report]",do-101,US-EIN-300108263
816,cosnova GmbH,Consumer discretionary,Germany,Multiple (see notes),cash,paid,251802,"€ 1 million euros to support Ukrainian refugees. The amount was divided between the four organizations UNICEF, Deutsches Rotes Kreuz eV, Be an Angel and betterplace.org.","Public reporting
[https://www.cosnova.com/de/news/ukraine]",do-517,ro-1
186,Coyote Logistics,Industrials,United States of America,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,5036,"4,660 CHF ","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 20-Apr-22]",do-102,XM-DAC-21018
187,Crankstart Foundation,Financials,United States of America,Ukraine Humanitarian Fund (UHF),cash,paid,1000000,"Family foundation associated with Michael Moritz, partner at Sequoia Capital. ","Bilateral - recipient report
[Confirmed email 31-May-22]",do-103,ro-113
188,Cra-Z-Art,Consumer discretionary,United States of America,The Toy Foundation [NGO],in-kind,pledged,250000,"Cra-Z-Art will donate art supplies, puzzles, coloring books, and other activity kits to support providing toys to Ukrainian refugee children worth $250,000.","Public reporting
[https://www.prnewswire.com/news-releases/cra-z-art-teams-up-with-the-toy-foundation-to-donate-250-000-in-toys-for-humanitarian-effort-to-aid-ukrainian-children-301502420.html]",do-104,ro-109
189,CropLife Europe,Consumer staples,Belgium,World Food Programme (WFP),cash,paid,328587,Donation from organization representing 22 companies and 32 national associations working in farming and digital biotech. ,"Bilateral - recipient report
[Confirmed email 14-June-22]",do-105,XM-DAC-41140
190,Crush Music,Consumer discretionary,United States of America,GlobalGiving [NGO],cash,pledged,25000,"Donation to the GlobalGiving Ukraine Crisis Relief Fund, made as part of the Global Citizen Stand Up for Ukraine campaign.","Public reporting
[https://www.globalcitizen.org/en/content/stand-up-for-ukraine-impact-report]",do-106,US-EIN-300108263
191,CSL Behring,Health care,United States of America,Unspecified (see notes),cash,pledged,1729056,"€1,600,000 donation made as part of the Global Citizen Stand Up for Ukraine campaign.","Public reporting
[https://www.globalcitizen.org/en/content/stand-up-for-ukraine-impact-report]",do-107,ro-2
192,CTP,Real estate,Czechia,United Nations High Commissioner for Refugees (UNHCR),cash,paid,10952903,€10 million donation from Czech property development firm.,"Bilateral - recipient report
[Confirmed email 30-Mar-22]",do-108,XM-DAC-41121
193,Currency.com,Financials,Saint Vincent and the Grenadines,ASAP Rescue [NGO],cash,pledged,200000,"Corporate giving program. $200,000 was donated to ASAP Rescue for evacuation efforts in Ukraine. USD 200000.","Public reporting
[https://currency.com/currency-com-responds-to-ukraine-humanitarian-effort-with-1m-donation]",do-109,ro-8
194,Currency.com,Financials,Saint Vincent and the Grenadines,GlobalGiving [NGO],cash,pledged,300000,"Corporate giving program. Currency.com is contributing $300,000 to The Ministry of Social Policy and Global Giving to help Ukrainians access food, shelter and medical care. USD 300000.","Public reporting
[https://currency.com/currency-com-responds-to-ukraine-humanitarian-effort-with-1m-donation]",do-109,US-EIN-300108263
195,Currency.com,Financials,Saint Vincent and the Grenadines,Ukrainian Red Cross Society,cash,pledged,500000,"Corporate giving program. Currency.com is contributing $500,000 to support the joint emergency relief efforts of the Ministry of Health in Ukraine and the Red Cross Society of Ukraine. The funds will be used to provide medical aid and basic amenities to displaced Ukrainians. USD 500000.","Public reporting
[https://currency.com/currency-com-responds-to-ukraine-humanitarian-effort-with-1m-donation]",do-109,ro-116
196,CVC,Financials,Luxembourg,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,264644,"CHF 254,689 from CVC Philanthropy Ltd, a private foundation associated with CVC Capital Partners investment advisory firm.","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 25-May-22]",do-110,XM-DAC-21018
197,Cytel Inc.,Health care,United States of America,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,15239,"CHF 14,100","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 20-Apr-22]",do-111,XM-DAC-21018
198,Czapek & Cie SA,Consumer discretionary,Switzerland,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,21615,"CHF 20,000","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 20-Apr-22]",do-112,XM-DAC-21018
813,Dachser Group SE & Co. KG,Industrials,Germany,Vostok-SOS [NGO],cash,pledged,160873,"€ 160,000 for the Vostok SOS project until the end of 2023. The project focuses on pyschological assistance. ","Public reporting
[https://www.dachser.de/de/mediaroom/DACHSER-und-terre-des-hommes-unterstuetzen-Familien-in-der-Ukraine-17804?bookmarked=false]",do-514,ro-194
199,"Daiichi Sankyo Company, Limited",Health care,Japan,United Nations Children's Fund (UNICEF),cash,paid,1160931,¥115 million yen donation to UNICEF National Committee Japan.,"Bilateral - recipient report
[Confirmed email 28-June-22]

See also public reporting
[https://www.daiichisankyo.com/sustainability/performance-reports/news/detail/index_4231.html]",do-113,XM-DAC-41122
200,Daily Mail and General Trust,Communications services,United Kingdom,British Red Cross Society ,cash,pledged,660000,"Corporate giving program. DGMT donation for Red Cross aid during humanitarian crisis in Ukraine. GBP £500,000.","Public reporting
[https://www.dailymail.co.uk/news/article-10580683/Heres-help-Donate-Mail-Force-Ukraine-Appeal.html]",do-114,GB-CHC-220949
716,Daimler Truck AG,Industrials,Germany,United Nations Children's Fund (UNICEF),cash,paid,1011236,Cash donation to UNICEF National Committee Germany,"Bilateral - recipient report
[Confirmed email 28-June-22]",do-449,XM-DAC-41122
201,Danone S.A.,Consumer staples,France,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,557334,"CHF 515,686","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 20-Apr-22]",do-115,XM-DAC-21018
698,Darnista,Health care,Ukraine,Ministry of Health of Ukraine [government],in-kind,paid,2336789,Darnytsia transferred 5.25 million doses of medicine worth UAH 69 million to the Public Health Center of the Ministry of Health of Ukraine.,"Public reporting
[https://www.darnitsa.ua/press-center/novini-kompan/darnitsya-bezkoshtovno-peredala-moz-525-mln-doz-kaliy-yodid-125-darnitsya]",do-433,ro-70
202,Decathlon,Consumer Discretionary,France,Unspecified (see notes),cash,pledged,2778102,Equipment and products worth more than €2.6 million donated to local NGOs to support Ukrainians.,"Public reporting
[https://www.decathlon-united.media/update0322]",do-117,ro-2
203,Decathlon,Consumer Discretionary,France,Unspecified (see notes),cash,pledged,1068501,Solidarity fund of €1 million to support affected people.,"Public reporting
[https://www.decathlon-united.media/update0322]",do-117,ro-2
825,Deichmann SE,Consumer Staples,Germany,Happy Kids e.V. [NGO],cash,pledged,321871,"€ 320,000 donation for humanitarian aid","Public reporting
[https://corpsite.deichmann.com/de/blog/pressetexte/deichmann-hilft-waisenkindern-aus-der-ukraine/]",do-508,ro-191
826,Deichmann SE,Consumer Staples,Germany,Stiftung Universitätsmedizin Essen (Essen University Hospital Foundation),cash,pledged,75439,"€ 75,000 donation for the transport of urgently needed medical supplies ","Public reporting
[https://corpsite.deichmann.com/de/blog/pressetexte/deichmann-hilft-waisenkindern-aus-der-ukraine/]",do-508,ro-192
664,Delivery Hero,Consumer discretionary,Germany,World Food Programme (WFP),cash,paid,139043,Donation from Geman online food delivery platform.,"Bilateral - recipient report
[Confirmed email 14-June-22]",do-421,XM-DAC-41140
204,Delta Air Lines,Industrials,United States of America,American Red Cross,cash,pledged,1000000,For the American Red Cross and Global Red Cross Movement in support of humanitarian relief efforts in Ukraine.,"Public reporting
[https://news.delta.com/delta-contributes-more-1m-ukraine-relief-opens-giving-channels-customers]",do-118,ro-5
205,Delta Air Lines,Industrials,United States of America,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,100000,To assist in providing humanitarian aid to people affected by the crisis in Ukraine.,"Public reporting
[https://news.delta.com/delta-contributes-more-1m-ukraine-relief-opens-giving-channels-customers]",do-118,XM-DAC-41121
206,Dentsu Inc.,Communications services,Japan,Ukrainian Red Cross Society,cash,pledged,275000,Donation to support urgent aid requirements.,"Public reporting
[https://www.group.dentsu.com/en/news/release/000677.html2]",do-119,ro-116
207,Dentsu Inc.,Communications services,Japan,Unspecified (see notes),cash,pledged,844600,100 million yen donation in support of Ukraine.,"Public reporting
[https://www.group.dentsu.com/en/news/release/000677.html]",do-119,ro-2
208,Derald H. Ruttenberg Foundation,Industrials,United States of America,Ukraine Humanitarian Fund (UHF),cash,paid,61289,Donation from the family foundation established by the founder of Tinicum. ,"Bilateral - recipient report
[Confirmed email 31-May-22]",do-120,ro-113
699,Deutsche Bank,Financials,Germany,Unspecified (see notes),cash,pledged,1579290," €1 million from the company and €500,000 from its employees to support relief efforts in Ukraine.","Public reporting
[https://www.db.com/news/detail/20220407-our-support-for-ukraine?language_id=1]",do-434,ro-2
771,Deutsche Telekom AG,Communication Services,Germany,German Red Cross,cash,pledged,1016900,€1 million cash donation to support Ukrainian refugees.,"Public reporting
[https://www.telekom.com/en/media/media-information/archive/ukraine-deutsche-telekom-donates-one-million-euros-to-the-german-red-cross-992732]",do-493,ro-40
209,Devon Energy,Energy,United States of America,Unspecified (see notes),cash,pledged,20000000,Pledge of up to $20 million to support humanitarian efforts in Ukraine and neighboring countries supporting Ukrainian refugees. ,"Public reporting
[https://www.devonenergy.com/news/2022/Devon-Energy-Pledges-Up-to-20-Million-to-Aid-Humanitarian-Efforts-in-Ukraine]",do-121,ro-2
210,Diageo,Consumer discretionary,United Kingdom,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,1055887,"CHF 1,016,170 from multinational beverage alcohol company.","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 25-May-22]",do-122,XM-DAC-21018
211,"Diamondback Energy, Inc.",Energy,United States of America,Unspecified (see notes),cash,pledged,10000000,Pledge from US-based energy company. ,"Public reporting
[https://www.diamondbackenergy.com/news-releases/news-release-details/diamondback-energy-inc-responds-humanitarian-crisis-eastern]",do-123,ro-2
212,DiaSorin,Health care,Italy,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,12202,"CHF 11,743 from multinational biotechnology company.","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 25-May-22]",do-124,XM-DAC-21018
772,dm-drogerie markt,Consumer Staples,Austria,Unspecified (see notes),in-kind,pledged,336998,"Customers had donated over €500,000 which was used to purchase products by dm. 180,000 hygiene and food items delivered to emergency shelters.","Public reporting 
[https://www.dm.at/unternehmen/verantwortung/soziales-engagement/dm-fluechtlingshilfe-ukraine-1377964]",do-494,ro-2
773,dm-drogerie markt,Consumer Staples,Austria,Unspecified (see notes),in-kind,paid,168498,"Customers had donated over €500,000 which was used to purchase products by dm. 180,000 hygiene and food items delivered to emergency shelters.","Public reporting 
[https://www.dm.at/unternehmen/verantwortung/soziales-engagement/dm-fluechtlingshilfe-ukraine-1377964]",do-494,ro-2
717,DNB,Financials,Norway,United Nations Children's Fund (UNICEF),cash,paid,559284,Cash donation to UNICEF National Committee Norway,"Bilateral - recipient report
[Confirmed email 28-June-22]",do-450,XM-DAC-41122
213,"DocuSign, Inc.",Information technology,United States of America,Unspecified (see notes),cash,pledged,40000,Donation made as part of the Global Citizen Stand Up for Ukraine campaign.,"Public reporting
[https://www.globalcitizen.org/en/content/stand-up-for-ukraine-impact-report]",do-125,ro-2
214,Don't Nod Entertainment SA,Consumer discretionary,France,Ukrainian Red Cross Society,cash,pledged,32700,"€30,000 donation announced on Twitter.","Public reporting
[https://twitter.com/DONTNOD_Ent/status/1499803835694567430]",do-126,ro-116
215,Door County Candle Company,Consumer discretionary,United States of America,Razom [NGO],cash,pledged,125000,Donation of proceeds from sale of Ukraine-themed candle. ,"Public reporting
[https://www.facebook.com/DoorCountyCandleCompany/photos/a.324245500919235/5162357540441316/.]",do-127,ro-88
216,Dow Chemical Company,Industrials,United States of America,CAF America [NGO],cash,pledged,275000,Donation for the International Red Cross Movement through CAF America. ,"Public reporting
[https://twitter.com/DowNewsroom/status/1499543836695146501]",do-128,ro-15
217,Dow Chemical Company,Industrials,United States of America,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,85954,"CHF 82,721 delivered through Charities Aid Foundation.","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 25-May-22]",do-128,XM-DAC-21018
218,Drax Group PLC,Energy,United Kingdom,Disasters Emergency Committee (DEC) [NGO],cash,pledged,351331,"Donation of £280,000, including £30,000 of employee match funding,  from renewable energy company.","Public reporting
[https://www.drax.com/press_release/drax-donates-280000-to-support-humanitarian-effort-in-ukraine/]",do-129,GB-CHC-1062638
219,DST Global,Financials,United States of America,GoFundMe.org Stand With Ukraine Fund,cash,paid,3500000,Donation from one of the largest venture capital firms in the world to GoFundMe campaign started by Mila Kunis and Ashton Kutcher. ,"Public reporting
[https://www.gofundme.com/f/stand-with-ukraine/topdonations]",do-130,ro-43
791,DTEK Group,Utilities,Ukraine,Individual grantees (see notes),cash,paid,212157,"UAH 6,152,540 donated to support refugee arrangement and provide food to Lviv local community","Bilateral - recipient report
[Confirmed email 11-Aug-22]

See also public reporting 
[https://dtek.com/en/media-center/news/operativne-zvedennya-po-diyalnosti-grupi-dte/ ]",do-435,ro-181
794,DTEK Group,Utilities,Ukraine,Individual grantees (see notes),cash,paid,181414,"UAH 5,261,000 provided to organize the evacuation of more than 2,000 employees and their families from combat zones (in particular, Mariupol, Kyiv, Donetsk, Dnipropetrovsk and other regions)","Bilateral - recipient report
[Confirmed email 11-Aug-22]

See also public reporting 
[https://dtek.com/en/media-center/news/grupa-dtek-organizuvala-evakuatsiyu-ponad-2000-spivrobitnikiv-ta-chleniv-ikh-simey-iz-zon-boyovikh-diy/]",do-435,ro-181
795,DTEK Group,Utilities,Ukraine,Individual grantees (see notes),cash,paid,6847241,"UAH 198,570,000 provided for humanitarian aid for people in the crisis-affected areas","Bilateral - recipient report
[Confirmed email 11-Aug-22]",do-435,ro-181
797,DTEK Group,Utilities,Ukraine,Individual grantees (see notes),cash,paid,1051724,"UAH 30,500,000 provided for humanitarian aids for people in Kyiv","Bilateral - recipient report
[Confirmed email 11-Aug-22]",do-435,ro-181
796,DTEK Group,Utilities,Ukraine,Kyiv City Children's Clinical Hospital #2,cash,paid,17241,"UAH 500,000 donation to hospital to suppport injured people","Bilateral - recipient report
[Confirmed email 11-Aug-22]",do-435,ro-187
799,DTEK Group,Utilities,Ukraine,Ohmatdyt National Specialized Children's Hospital,cash,paid,17069,"UAH 495,000 provided to purchase the 5 state-of-the-art Renasys™ Touch wound treatment devices for the hospital","Bilateral - recipient report
[Confirmed email 11-Aug-22]",do-435,ro-189
792,DTEK Group,Utilities,Ukraine,Rinat Akhmetov Foundation [NGO],cash,paid,5450690,"UAH 158,070,000 worth of food kits provided for displaced people from temporarily occupied territories.","Bilateral - recipient report
[Confirmed email 11-Aug-22]

See also public reporting 
[https://dtek.com/en/media-center/news/operativne-zvedennya-po-diyalnosti-grupi-dte/ ]",do-435,ro-185
793,DTEK Group,Utilities,Ukraine,Saving Lives Humanitarian Centre [NGO],cash,paid,225724,"UAH 6,546,000 provided to support a initiative that provides large-scale and continuous humanitarian assistance with the international partners to provide food and essential goods. ","Bilateral - recipient report
[Confirmed email 11-Aug-22]

See also public reporting 
[https://savinglives.scm.com.ua/news-2/]",do-435,ro-186
798,DTEK Group,Utilities,Ukraine,Svitli Spravy [NGO],cash,paid,346069,"UAH 10,036,0000 donation for humanitarian aids for people in Mykolaiv region","Bilateral - recipient report
[Confirmed email 11-Aug-22]",do-435,ro-188
790,DTEK Group,Utilities,Ukraine,Ukrainian Railways [government],in-kind,paid,36207,"200,000 tons of coal that worth UAH 1,050,000 provided to the Ukrainian railway state company","Bilateral - recipient report
[Confirmed email 11-Aug-22]

See also public reporting 
[https://dtek.com/en/media-center/news/operativne-zvedennya-po-diyalnosti-grupi-dte/ ]",do-435,ro-184
700,DTEK Group,Utilities,Ukraine,Unspecified (see notes),in-kind,paid,336638,"At least UAH 10 million of free electricity provided to Dnipropetrovsk and Donetsk region critical infrastructure facilities, among many other cash and in-kind donations.","Public reporting 
[https://dtek.com/media-center/news/operativne-zvedennya-po-diyalnosti-grupi-dte/]",do-435,ro-2
220,Dunamu Inc.,Financials,Republic of Korea,World Food Programme (WFP),cash,paid,811833,KRW 1 billion donation from block chain and fintech company.,"Bilateral - recipient report
[Confirmed email 14-June-22]

See also https://www.wfp.org/news/dunamu-contributes-us-823000-wfps-emergency-aid-ukraine",do-131,XM-DAC-41140
221,Dupont,Materials,United States of America,International Committee of the Red Cross (ICRC),cash,pledged,200000,"Donation to support the humanitarian crisis in Ukraine, announced via Twitter.","Public reporting
[https://twitter.com/DuPont_News/status/1501247471208513541]",do-132,XM-DAC-21016
701,Edeka Group (EDEKA),Consumer staples,Germany,Multiple (see notes),cash,pledged,2104810,"€2 million donation from the EDEKA Foundation to the German Red Cross, German Children’s Fund, Deutscher and many other NGOs.","Public reporting
[https://stiftung.edeka/edeka-stiftung.html]",do-436,ro-1
222,"Eisai Co., Ltd.",Health care,Japan,Multiple (see notes),cash,pledged,122902,"16 million yen to the Japanese Red Cross Society, the Association for Aid and Relief (AAR Japan and other organizations.","Public reporting
[https://www.efpia.eu/news-events/the-efpia-view/efpia-news/pharmaceutical-industry-response-to-the-war-in-ukraine/]",do-133,ro-1
223,Eli Lilly and Company,Health care,United States of America,Direct Relief [NGO],in-kind,pledged,1800000,"$1.8 million supply of baricitinib, used to treat complications of COVID-19. ","Public reporting
[https://www.lilly.com/news/stories/ukraine-support]",do-134,ro-29
224,Eli Lilly and Company,Health care,United States of America,Project Hope [NGO],in-kind,pledged,7500000,$7.5 million worth of insulin to Project Hope to assist Ukrainians. ,"Public reporting
[https://www.lilly.com/news/stories/ukraine-support]",do-134,ro-87
225,Eli Lilly and Company Foundation,Health care,United States of America,Americares [NGO],cash,pledged,250000,"The Lilly Foundation is making a monetary contribution of $250,000 to Americares to support their relief efforts in the region. ","Public reporting
[https://www.lilly.com/news/stories/ukraine-support]",do-135,ro-7
226,Eli Lilly and Company Foundation,Health care,United States of America,Direct Relief [NGO],cash,pledged,250000,"The Lilly Foundation is making a monetary contribution of $250,000 to Direct Relief to support their relief efforts in the region and aid those affected by the war in Ukraine. ","Public reporting
[https://www.lilly.com/news/stories/ukraine-support]",do-135,ro-29
227,Embracer Group,Consumer discretionary,Sweden,Unspecified (see notes),cash,pledged,5000000,Pledged donation from video game studio. ,"Public reporting
[https://embracer.com/release/update-on-the-situation-due-to-the-war-in-ukraine/]",do-136,ro-2
718,"Endeavor Group Holdings, Inc",Consumer discretionary,United States of America,United Nations Children's Fund (UNICEF),cash,paid,570000,Cash donation to UNICEF National Committee United States,"Bilateral - recipient report
[Confirmed email 28-June-22]",do-451,XM-DAC-41122
228,Epic Games,Consumer discretionary,United States of America,Multiple (see notes),cash,paid,117125856,"Together with the Fortnite community and Xbox, over $144 million raised for Direct Relief, UNICEF, WFP, UNHCR, and World Central Kitchen to support humanitarian relief efforts for people affected by the war in Ukraine. ","Public reporting
[https://www.epicgames.com/fortnite/en-US/news/support-humanitarian-relief-for-ukraine]",do-138,ro-1
229,Epic Games,Consumer discretionary,United States of America,World Food Programme (WFP),cash,paid,26874144,"Together with the Fortnite community and Xbox, over $144 million raised for Direct Relief, UNICEF, WFP, UNHCR, and World Central Kitchen to support humanitarian relief efforts for people affected by the war in Ukraine. ","Bilateral - recipient report
[Confirmed email 14-June-22]",do-138,XM-DAC-41140
719,Equinor,Energy,Norway,United Nations Children's Fund (UNICEF),cash,paid,563825,Cash donation to UNICEF National Committee Norway,"Bilateral - recipient report
[Confirmed email 28-June-22]",do-452,XM-DAC-41122
720,Ericsson,Communications services,Sweden,United Nations Children's Fund (UNICEF),cash,paid,1025143,Cash donation to UNICEF National Committee Sweden,"Bilateral - recipient report
[Confirmed email 28-June-22]",do-453,XM-DAC-41122
721,Ernst & Young Global Limited,Financials,United Kingdom,United Nations Children's Fund (UNICEF),cash,paid,523561,Cash donation to UNICEF National Committee United Kingdom,"Bilateral - recipient report
[Confirmed email 28-June-22]",do-454,XM-DAC-41122
230,ERSTE Foundation,Financials,Austria,Unspecified (see notes),cash,pledged,1085800,Donation from foundation linked to Erste Group bank will provide a special budget of one million euros for acute and medium-term aid to address the effects of the war on the people of Ukraine. ,"Public reporting
[https://www.erstestiftung.org/en/press/erste-foundation-1-million-euro-special-budget-to-help-the-people-of-ukraine/]",do-139,ro-2
231,"Esmark, Inc.",Industrials,United States of America,City of Košice,cash,paid,50000,Donation to the city of Košice in Slovakia to benefit Ukrainian refugees from steel company with local operations.,"Public reporting
[https://www.businesswire.com/news/home/20220411005180/en/Esmark%E2%80%99s-Second-Donation-of-25000-to-Aid-Ukrainian-Refugees-Fleeing-to-Slovakia-Brings-Contribution-Total-to-50000-Company-Rallies-Nearly-12000-in-Additional-Support]",do-140,ro-22
232,Eurofins Scientific Foundation,Health care,France,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,27320,"CHF 26,292 from private foundation associated with French laboratory testing group.","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 25-May-22]",do-141,XM-DAC-21018
233,Eurol Foundation,Materials,Netherlands,Giro555 [NGO],cash,pledged,8175," €7,500 to Giro555, part of the Emergency Appeals Alliance, for humanitarian aid for Ukraine. Announced on corporate Facebook account.","Public reporting
[https://www.facebook.com/Eurolbv/photos/the-eurol-foundation-has-made-a-donation-of-7500-to-giro555-part-of-the-emergenc/5206478236070072/]",do-142,ro-41
665,"ExlService Holdings, Inc.",Information technology,United States of America,World Food Programme (WFP),cash,paid,19400,Donation from billion-dollar analytics and digital solutions company.,"Bilateral - recipient report
[Confirmed email 14-June-22]",do-422,XM-DAC-41140
234,Exor NV,Industrials,Netherlands,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,1073247,"CHF 1,032,877 from Dutch holding company that includes auto manufacturers, agriculture and construction interests, and the football team Juventus FC.","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 25-May-22]",do-143,XM-DAC-21018
235,ExxonMobil,Energy,United States of America,American Red Cross,cash,pledged,5000000,Part of an overall commitment of $10 million in response to the humanitarian crisis in Ukraine.,"Public reporting
[https://corporate.exxonmobil.com/News/ExxonMobil-and-Ukraine]",do-144,ro-5
236,ExxonMobil,Energy,United States of America,Counterpart International [NGO],cash,pledged,250000,Part of an overall commitment of $10 million in response to the humanitarian crisis in Ukraine.,"Public reporting
[https://corporate.exxonmobil.com/News/ExxonMobil-and-Ukraine]",do-144,ro-24
237,ExxonMobil,Energy,United States of America,International Medical Corps (IMC) [NGO],cash,pledged,2250000,Part of an overall commitment of $10 million in response to the humanitarian crisis in Ukraine.,"Public reporting
[https://corporate.exxonmobil.com/News/ExxonMobil-and-Ukraine]",do-144,ro-54
238,ExxonMobil,Energy,United States of America,Project Hope [NGO],cash,pledged,1000000,Part of an overall commitment of $10 million in response to the humanitarian crisis in Ukraine.,"Public reporting
[https://corporate.exxonmobil.com/News/ExxonMobil-and-Ukraine]",do-144,ro-87
