Month,Reporting org id,Reporting org name,Reporting org type,Sector,Receiver org id,Receiver org name,Humanitarian?,Strict?,Transaction type,Activity id,Net money,Total money,Notes
#date+month,#org+id,#org+name,#org+type,#sector,#org+id+receiver,#org+name+receiver,#indicator+bool+humanitarian,#indicator+bool+strict,#x_transaction_type,#activity+code,#value+net,#value+total,#description
2025-04,do-96,CNH Industrial International SA,70,Industrials,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),1,1,spending,178,368397,368397,"CHF 355,069 from American-Italian agricultural machinery company."
2025-04,do-97,Coca-Cola Europacific Partners plc,70,Consumer staples,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),1,1,spending,179,213982,213982,"CHF 206,202 from British Coca-Cola bottling companies."
2025-04,do-98,Collette Travel Services,70,Consumer discretionary,ro-2,Unspecified (see notes),1,1,commitments,180,200000,200000,Pledge to support humanitarian organizations on the ground in Ukraine.
2025-04,do-99,Columbia Sportswear,70,Consumer discretionary,ro-113,Ukraine Humanitarian Fund (UHF),1,1,commitments,181,25000,25000,Cash donation from clothing company.
2025-04,do-415,Columbus Energy,70,Energy,ro-117,UN Global Compact Network Poland,1,1,commitments,182,11500,11500,"PLN 50,000 cash donation"
2025-04,do-100,ConocoPhillips,70,Energy,ro-5,American Red Cross,1,1,spending,183,1000000,1000000,Part of a $2m initial commitment to support Ukraine.
2025-04,do-100,ConocoPhillips,70,Energy,XM-DAC-41122,United Nations Children's Fund (UNICEF),1,1,spending,184,950000,950000,Part of a $2m initial commitment to support Ukraine. Donation to UNICEF National Committee USA.
2025-04,do-101,Continental Development Corporation,70,Real estate,US-EIN-300108263,GlobalGiving [NGO],1,1,commitments,185,10000,10000,"Donation to the GlobalGiving Ukraine Crisis Relief Fund, made as part of the Global Citizen Stand Up for Ukraine campaign."
2025-04,do-517,cosnova GmbH,70,Consumer discretionary,ro-1,Multiple (see notes),1,1,spending,816,251802,251802,"€ 1 million euros to support Ukrainian refugees. The amount was divided between the four organizations UNICEF, Deutsches Rotes Kreuz eV, Be an Angel and betterplace.org."
2025-04,do-102,Coyote Logistics,70,Industrials,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),1,1,spending,186,5036,5036,"4,660 CHF "
2025-04,do-103,Crankstart Foundation,70,Financials,ro-113,Ukraine Humanitarian Fund (UHF),1,1,spending,187,1000000,1000000,"Family foundation associated with Michael Moritz, partner at Sequoia Capital. "
2025-04,do-104,Cra-Z-Art,70,Consumer discretionary,ro-109,The Toy Foundation [NGO],1,1,commitments,188,250000,250000,"Cra-Z-Art will donate art supplies, puzzles, coloring books, and other activity kits to support providing toys to Ukrainian refugee children worth $250,000."
2025-04,do-105,CropLife Europe,70,Consumer staples,XM-DAC-41140,World Food Programme (WFP),1,1,spending,189,328587,328587,Donation from organization representing 22 companies and 32 national associations working in farming and digital biotech. 
2025-04,do-106,Crush Music,70,Consumer discretionary,US-EIN-300108263,GlobalGiving [NGO],1,1,commitments,190,25000,25000,"Donation to the GlobalGiving Ukraine Crisis Relief Fund, made as part of the Global Citizen Stand Up for Ukraine campaign."
2025-04,do-107,CSL Behring,70,Health care,ro-2,Unspecified (see notes),1,1,commitments,191,1729056,1729056,"€1,600,000 donation made as part of the Global Citizen Stand Up for Ukraine campaign."
2025-04,do-108,CTP,70,Real estate,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),1,1,spending,192,10952903,10952903,€10 million donation from Czech property development firm.
2025-04,do-109,Currency.com,70,Financials,ro-8,ASAP Rescue [NGO],1,1,commitments,193,200000,200000,"Corporate giving program. $200,000 was donated to ASAP Rescue for evacuation efforts in Ukraine. USD 200000."
2025-04,do-109,Currency.com,70,Financials,US-EIN-300108263,GlobalGiving [NGO],1,1,commitments,194,300000,300000,"Corporate giving program. Currency.com is contributing $300,000 to The Ministry of Social Policy and Global Giving to help Ukrainians access food, shelter and medical care. USD 300000."
2025-04,do-109,Currency.com,70,Financials,ro-116,Ukrainian Red Cross Society,1,1,commitments,195,500000,500000,"Corporate giving program. Currency.com is contributing $500,000 to support the joint emergency relief efforts of the Ministry of Health in Ukraine and the Red Cross Society of Ukraine. The funds will be used to provide medical aid and basic amenities to displaced Ukrainians. USD 500000."
2025-04,do-110,CVC,70,Financials,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),1,1,spending,196,264644,264644,"CHF 254,689 from CVC Philanthropy Ltd, a private foundation associated with CVC Capital Partners investment advisory firm."
2025-04,do-111,Cytel Inc.,70,Health care,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),1,1,spending,197,15239,15239,"CHF 14,100"
2025-04,do-112,Czapek & Cie SA,70,Consumer discretionary,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),1,1,spending,198,21615,21615,"CHF 20,000"
2025-04,do-514,Dachser Group SE & Co. KG,70,Industrials,ro-194,Vostok-SOS [NGO],1,1,commitments,813,160873,160873,"€ 160,000 for the Vostok SOS project until the end of 2023. The project focuses on pyschological assistance. "
2025-04,do-113,"Daiichi Sankyo Company, Limited",70,Health care,XM-DAC-41122,United Nations Children's Fund (UNICEF),1,1,spending,199,1160931,1160931,¥115 million yen donation to UNICEF National Committee Japan.
2025-04,do-114,Daily Mail and General Trust,70,Communications services,GB-CHC-220949,British Red Cross Society ,1,1,commitments,200,660000,660000,"Corporate giving program. DGMT donation for Red Cross aid during humanitarian crisis in Ukraine. GBP £500,000."
2025-04,do-449,Daimler Truck AG,70,Industrials,XM-DAC-41122,United Nations Children's Fund (UNICEF),1,1,spending,716,1011236,1011236,Cash donation to UNICEF National Committee Germany
2025-04,do-115,Danone S.A.,70,Consumer staples,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),1,1,spending,201,557334,557334,"CHF 515,686"
2025-04,do-433,Darnista,70,Health care,ro-70,Ministry of Health of Ukraine [government],1,1,spending,698,2336789,2336789,Darnytsia transferred 5.25 million doses of medicine worth UAH 69 million to the Public Health Center of the Ministry of Health of Ukraine.
2025-04,do-117,Decathlon,70,Consumer Discretionary,ro-2,Unspecified (see notes),1,1,commitments,202,2778102,2778102,Equipment and products worth more than €2.6 million donated to local NGOs to support Ukrainians.
2025-04,do-117,Decathlon,70,Consumer Discretionary,ro-2,Unspecified (see notes),1,1,commitments,203,1068501,1068501,Solidarity fund of €1 million to support affected people.
2025-04,do-508,Deichmann SE,70,Consumer Staples,ro-191,Happy Kids e.V. [NGO],1,1,commitments,825,321871,321871,"€ 320,000 donation for humanitarian aid"
2025-04,do-508,Deichmann SE,70,Consumer Staples,ro-192,Stiftung Universitätsmedizin Essen (Essen University Hospital Foundation),1,1,commitments,826,75439,75439,"€ 75,000 donation for the transport of urgently needed medical supplies "
2025-04,do-421,Delivery Hero,70,Consumer discretionary,XM-DAC-41140,World Food Programme (WFP),1,1,spending,664,139043,139043,Donation from Geman online food delivery platform.
2025-04,do-118,Delta Air Lines,70,Industrials,ro-5,American Red Cross,1,1,commitments,204,1000000,1000000,For the American Red Cross and Global Red Cross Movement in support of humanitarian relief efforts in Ukraine.
2025-04,do-118,Delta Air Lines,70,Industrials,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),1,1,commitments,205,100000,100000,To assist in providing humanitarian aid to people affected by the crisis in Ukraine.
2025-04,do-119,Dentsu Inc.,70,Communications services,ro-116,Ukrainian Red Cross Society,1,1,commitments,206,275000,275000,Donation to support urgent aid requirements.
2025-04,do-119,Dentsu Inc.,70,Communications services,ro-2,Unspecified (see notes),1,1,commitments,207,844600,844600,100 million yen donation in support of Ukraine.
2025-04,do-120,Derald H. Ruttenberg Foundation,70,Industrials,ro-113,Ukraine Humanitarian Fund (UHF),1,1,spending,208,61289,61289,Donation from the family foundation established by the founder of Tinicum. 
2025-04,do-434,Deutsche Bank,70,Financials,ro-2,Unspecified (see notes),1,1,commitments,699,1579290,1579290," €1 million from the company and €500,000 from its employees to support relief efforts in Ukraine."
2025-04,do-493,Deutsche Telekom AG,70,Communication Services,ro-40,German Red Cross,1,1,commitments,771,1016900,1016900,€1 million cash donation to support Ukrainian refugees.
2025-04,do-121,Devon Energy,70,Energy,ro-2,Unspecified (see notes),1,1,commitments,209,20000000,20000000,Pledge of up to $20 million to support humanitarian efforts in Ukraine and neighboring countries supporting Ukrainian refugees. 
2025-04,do-122,Diageo,70,Consumer discretionary,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),1,1,spending,210,1055887,1055887,"CHF 1,016,170 from multinational beverage alcohol company."
2025-04,do-123,"Diamondback Energy, Inc.",70,Energy,ro-2,Unspecified (see notes),1,1,commitments,211,10000000,10000000,Pledge from US-based energy company. 
2025-04,do-124,DiaSorin,70,Health care,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),1,1,spending,212,12202,12202,"CHF 11,743 from multinational biotechnology company."
2025-04,do-494,dm-drogerie markt,70,Consumer Staples,ro-2,Unspecified (see notes),1,1,commitments,772,336998,336998,"Customers had donated over €500,000 which was used to purchase products by dm. 180,000 hygiene and food items delivered to emergency shelters."
2025-04,do-494,dm-drogerie markt,70,Consumer Staples,ro-2,Unspecified (see notes),1,1,spending,773,168498,168498,"Customers had donated over €500,000 which was used to purchase products by dm. 180,000 hygiene and food items delivered to emergency shelters."
2025-04,do-450,DNB,70,Financials,XM-DAC-41122,United Nations Children's Fund (UNICEF),1,1,spending,717,559284,559284,Cash donation to UNICEF National Committee Norway
2025-04,do-125,"DocuSign, Inc.",70,Information technology,ro-2,Unspecified (see notes),1,1,commitments,213,40000,40000,Donation made as part of the Global Citizen Stand Up for Ukraine campaign.
2025-04,do-126,Don't Nod Entertainment SA,70,Consumer discretionary,ro-116,Ukrainian Red Cross Society,1,1,commitments,214,32700,32700,"€30,000 donation announced on Twitter."
2025-04,do-127,Door County Candle Company,70,Consumer discretionary,ro-88,Razom [NGO],1,1,commitments,215,125000,125000,Donation of proceeds from sale of Ukraine-themed candle. 
2025-04,do-128,Dow Chemical Company,70,Industrials,ro-15,CAF America [NGO],1,1,commitments,216,275000,275000,Donation for the International Red Cross Movement through CAF America. 
2025-04,do-128,Dow Chemical Company,70,Industrials,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),1,1,spending,217,85954,85954,"CHF 82,721 delivered through Charities Aid Foundation."
2025-04,do-129,Drax Group PLC,70,Energy,GB-CHC-1062638,Disasters Emergency Committee (DEC) [NGO],1,1,commitments,218,351331,351331,"Donation of £280,000, including £30,000 of employee match funding,  from renewable energy company."
2025-04,do-130,DST Global,70,Financials,ro-43,GoFundMe.org Stand With Ukraine Fund,1,1,spending,219,3500000,3500000,Donation from one of the largest venture capital firms in the world to GoFundMe campaign started by Mila Kunis and Ashton Kutcher. 
2025-04,do-435,DTEK Group,70,Utilities,ro-181,Individual grantees (see notes),1,1,spending,791,212157,212157,"UAH 6,152,540 donated to support refugee arrangement and provide food to Lviv local community"
2025-04,do-435,DTEK Group,70,Utilities,ro-181,Individual grantees (see notes),1,1,spending,794,181414,181414,"UAH 5,261,000 provided to organize the evacuation of more than 2,000 employees and their families from combat zones (in particular, Mariupol, Kyiv, Donetsk, Dnipropetrovsk and other regions)"
2025-04,do-435,DTEK Group,70,Utilities,ro-181,Individual grantees (see notes),1,1,spending,795,6847241,6847241,"UAH 198,570,000 provided for humanitarian aid for people in the crisis-affected areas"
2025-04,do-435,DTEK Group,70,Utilities,ro-181,Individual grantees (see notes),1,1,spending,797,1051724,1051724,"UAH 30,500,000 provided for humanitarian aids for people in Kyiv"
2025-04,do-435,DTEK Group,70,Utilities,ro-187,Kyiv City Children's Clinical Hospital #2,1,1,spending,796,17241,17241,"UAH 500,000 donation to hospital to suppport injured people"
2025-04,do-435,DTEK Group,70,Utilities,ro-189,Ohmatdyt National Specialized Children's Hospital,1,1,spending,799,17069,17069,"UAH 495,000 provided to purchase the 5 state-of-the-art Renasys™ Touch wound treatment devices for the hospital"
2025-04,do-435,DTEK Group,70,Utilities,ro-185,Rinat Akhmetov Foundation [NGO],1,1,spending,792,5450690,5450690,"UAH 158,070,000 worth of food kits provided for displaced people from temporarily occupied territories."
2025-04,do-435,DTEK Group,70,Utilities,ro-186,Saving Lives Humanitarian Centre [NGO],1,1,spending,793,225724,225724,"UAH 6,546,000 provided to support a initiative that provides large-scale and continuous humanitarian assistance with the international partners to provide food and essential goods. "
2025-04,do-435,DTEK Group,70,Utilities,ro-188,Svitli Spravy [NGO],1,1,spending,798,346069,346069,"UAH 10,036,0000 donation for humanitarian aids for people in Mykolaiv region"
2025-04,do-435,DTEK Group,70,Utilities,ro-184,Ukrainian Railways [government],1,1,spending,790,36207,36207,"200,000 tons of coal that worth UAH 1,050,000 provided to the Ukrainian railway state company"
2025-04,do-435,DTEK Group,70,Utilities,ro-2,Unspecified (see notes),1,1,spending,700,336638,336638,"At least UAH 10 million of free electricity provided to Dnipropetrovsk and Donetsk region critical infrastructure facilities, among many other cash and in-kind donations."
2025-04,do-131,Dunamu Inc.,70,Financials,XM-DAC-41140,World Food Programme (WFP),1,1,spending,220,811833,811833,KRW 1 billion donation from block chain and fintech company.
2025-04,do-132,Dupont,70,Materials,XM-DAC-21016,International Committee of the Red Cross (ICRC),1,1,commitments,221,200000,200000,"Donation to support the humanitarian crisis in Ukraine, announced via Twitter."
2025-04,do-436,Edeka Group (EDEKA),70,Consumer staples,ro-1,Multiple (see notes),1,1,commitments,701,2104810,2104810,"€2 million donation from the EDEKA Foundation to the German Red Cross, German Children’s Fund, Deutscher and many other NGOs."
2025-04,do-133,"Eisai Co., Ltd.",70,Health care,ro-1,Multiple (see notes),1,1,commitments,222,122902,122902,"16 million yen to the Japanese Red Cross Society, the Association for Aid and Relief (AAR Japan and other organizations."
2025-04,do-134,Eli Lilly and Company,70,Health care,ro-29,Direct Relief [NGO],1,1,commitments,223,1800000,1800000,"$1.8 million supply of baricitinib, used to treat complications of COVID-19. "
2025-04,do-134,Eli Lilly and Company,70,Health care,ro-87,Project Hope [NGO],1,1,commitments,224,7500000,7500000,$7.5 million worth of insulin to Project Hope to assist Ukrainians. 
2025-04,do-135,Eli Lilly and Company Foundation,70,Health care,ro-7,Americares [NGO],1,1,commitments,225,250000,250000,"The Lilly Foundation is making a monetary contribution of $250,000 to Americares to support their relief efforts in the region. "
2025-04,do-135,Eli Lilly and Company Foundation,70,Health care,ro-29,Direct Relief [NGO],1,1,commitments,226,250000,250000,"The Lilly Foundation is making a monetary contribution of $250,000 to Direct Relief to support their relief efforts in the region and aid those affected by the war in Ukraine. "
2025-04,do-136,Embracer Group,70,Consumer discretionary,ro-2,Unspecified (see notes),1,1,commitments,227,5000000,5000000,Pledged donation from video game studio. 
2025-04,do-451,"Endeavor Group Holdings, Inc",70,Consumer discretionary,XM-DAC-41122,United Nations Children's Fund (UNICEF),1,1,spending,718,570000,570000,Cash donation to UNICEF National Committee United States
2025-04,do-138,Epic Games,70,Consumer discretionary,ro-1,Multiple (see notes),1,1,spending,228,117125856,117125856,"Together with the Fortnite community and Xbox, over $144 million raised for Direct Relief, UNICEF, WFP, UNHCR, and World Central Kitchen to support humanitarian relief efforts for people affected by the war in Ukraine. "
2025-04,do-138,Epic Games,70,Consumer discretionary,XM-DAC-41140,World Food Programme (WFP),1,1,spending,229,26874144,26874144,"Together with the Fortnite community and Xbox, over $144 million raised for Direct Relief, UNICEF, WFP, UNHCR, and World Central Kitchen to support humanitarian relief efforts for people affected by the war in Ukraine. "
2025-04,do-452,Equinor,70,Energy,XM-DAC-41122,United Nations Children's Fund (UNICEF),1,1,spending,719,563825,563825,Cash donation to UNICEF National Committee Norway
2025-04,do-453,Ericsson,70,Communications services,XM-DAC-41122,United Nations Children's Fund (UNICEF),1,1,spending,720,1025143,1025143,Cash donation to UNICEF National Committee Sweden
2025-04,do-454,Ernst & Young Global Limited,70,Financials,XM-DAC-41122,United Nations Children's Fund (UNICEF),1,1,spending,721,523561,523561,Cash donation to UNICEF National Committee United Kingdom
2025-04,do-139,ERSTE Foundation,70,Financials,ro-2,Unspecified (see notes),1,1,commitments,230,1085800,1085800,Donation from foundation linked to Erste Group bank will provide a special budget of one million euros for acute and medium-term aid to address the effects of the war on the people of Ukraine. 
2025-04,do-140,"Esmark, Inc.",70,Industrials,ro-22,City of Košice,1,1,spending,231,50000,50000,Donation to the city of Košice in Slovakia to benefit Ukrainian refugees from steel company with local operations.
2025-04,do-141,Eurofins Scientific Foundation,70,Health care,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),1,1,spending,232,27320,27320,"CHF 26,292 from private foundation associated with French laboratory testing group."
2025-04,do-142,Eurol Foundation,70,Materials,ro-41,Giro555 [NGO],1,1,commitments,233,8175,8175," €7,500 to Giro555, part of the Emergency Appeals Alliance, for humanitarian aid for Ukraine. Announced on corporate Facebook account."
2025-04,do-422,"ExlService Holdings, Inc.",70,Information technology,XM-DAC-41140,World Food Programme (WFP),1,1,spending,665,19400,19400,Donation from billion-dollar analytics and digital solutions company.
2025-04,do-143,Exor NV,70,Industrials,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),1,1,spending,234,1073247,1073247,"CHF 1,032,877 from Dutch holding company that includes auto manufacturers, agriculture and construction interests, and the football team Juventus FC."
2025-04,do-144,ExxonMobil,70,Energy,ro-5,American Red Cross,1,1,commitments,235,5000000,5000000,Part of an overall commitment of $10 million in response to the humanitarian crisis in Ukraine.
2025-04,do-144,ExxonMobil,70,Energy,ro-24,Counterpart International [NGO],1,1,commitments,236,250000,250000,Part of an overall commitment of $10 million in response to the humanitarian crisis in Ukraine.
2025-04,do-144,ExxonMobil,70,Energy,ro-54,International Medical Corps (IMC) [NGO],1,1,commitments,237,2250000,2250000,Part of an overall commitment of $10 million in response to the humanitarian crisis in Ukraine.
2025-04,do-144,ExxonMobil,70,Energy,ro-87,Project Hope [NGO],1,1,commitments,238,1000000,1000000,Part of an overall commitment of $10 million in response to the humanitarian crisis in Ukraine.
2025-04,do-144,ExxonMobil,70,Energy,ro-2,Unspecified (see notes),1,1,commitments,239,1500000,1500000,Part of an overall commitment of $10 million in response to the humanitarian crisis in Ukraine.
2025-04,do-145,Fashion Institute of Design & Merchandising,70,Consumer discretionary,ro-73,Mission of Mercy [NGO],1,1,commitments,240,298000,298000,"Sweatshirts, t-shirts, sweatpants, blankets, hats, stuffed animals, toys, rattles, baby bottles, and water bottles; a total of 15,166 units with total retail value of over $298,000. "
2025-04,do-146,"Fast Retailing Co., Ltd.",70,Consumer discretionary,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),1,1,commitments,241,10000000,10000000,"US$10 million (approx. 1.15 billion yen) to UNHCR to provide such urgent assistance as shelter, psychosocial support and core relief items to affected populations in Ukraine and neighboring countries. Fast Retailing will also provide 100,000 pieces of UNIQLO clothing and other items (no cash value provided)."
2025-04,do-147,Federation Internationale de l'Automobile,70,Industrials,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),1,1,spending,242,531711,531711,"CHF 511,711 from Paris-based association representing motor organizations and the governing body for Formula One."
2025-04,do-148,Fédération nationale des Caisses d’Epargne,70,Financials,ro-36,French Red Cross,1,1,commitments,243,1628700,1628700,€1.5 million donation from French cooperative banking association. 
2025-04,do-148,Fédération nationale des Caisses d’Epargne,70,Financials,ro-45,Groupe Habitat en Région [NGO],1,1,commitments,244,1954440,1954440,€1.8 million donation from French cooperative banking association. 
2025-04,do-149,Federation of the European Sporting Goods Industry,70,Consumer discretionary,ro-113,Ukraine Humanitarian Fund (UHF),1,1,spending,245,10701,10701,Cash donation from trade federation.
2025-04,do-150,Ferrari s.P.A.,70,Industrials,ro-2,Unspecified (see notes),1,1,commitments,246,1068501,1068501,€1 million to support Ukrainians in need.
2025-04,do-512,Ferrero SpA,70,Consumer Staples,XM-DAC-41122,United Nations Children's Fund (UNICEF),1,1,spending,810,1005455,1005455,€ 1 million donation to help children and families in Ukraine
2025-04,do-495,Ferrexpo plc,70,Materials,ro-2,Unspecified (see notes),1,1,commitments,774,12500000,12500000,US$12.5 million for humanitarian needs. 
2025-04,do-151,Fidelity Investments Inc.,70,Financials,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),1,1,spending,247,93432,93432,"CHF 88,653 from American financial services corporation."
2025-04,do-152,Fondation CHANEL,70,Consumer discretionary,ro-1,Multiple (see notes),1,1,commitments,248,2177020,2177020,€2 million donation split between UNHCR and CARE International. 
2025-04,do-153,Fondation Egis,70,Real estate,ro-23,Agency for Technical Cooperation and Development (ACTED) [NGO],1,1,commitments,249,108554,108554,"€100,000 to provide direct support to the affected population in Ukraine and from border countries."
2025-04,do-154,Fondation Groupe Pierre & Vacances-Center Parcs,70,Consumer discretionary,ro-99,SOS Children's Villages [NGO],1,1,commitments,250,162968,162968,"€150,000 to support children separated from their parents and families."
2025-04,do-155,Fondation Orange,70,Communications services,ro-1,Multiple (see notes),1,1,commitments,251,1088550,1088550,"€1,000,000 to the French Red Cross, UNHCR, and local partners responding to the Ukraine crisis from the foundation linked to Orange (French mobile network operator). "
2025-04,do-156,Fondation RAJA-Danièle Marcovici,70,Materials,ro-21,Centrum Praw Kobiet [NGO],1,1,commitments,252,54277,54277,"€50,000 to manage the reception of Ukrainian refugee women."
2025-04,do-157,Fondazione Cariplo,70,Financials,ro-2,Unspecified (see notes),1,1,commitments,253,3701022,3701022,"€3,400,000 allocation to support multiple response activities from foundation established by several Italian banks. "
2025-04,do-158,Fondazione Generali,70,Financials,XM-DAC-41122,United Nations Children's Fund (UNICEF),1,1,commitments,254,1085800,1085800,€1 million donation from foundation linked to Italian insurance company. 
2025-04,do-159,Forada Limited,70,Financials,ro-113,Ukraine Humanitarian Fund (UHF),1,1,spending,255,25000,25000,Donation from UK investment firm.
2025-04,do-160,Ford Motor Company Fund,70,Consumer discretionary,US-EIN-300108263,GlobalGiving [NGO],1,1,commitments,256,100000,100000,Donation from the Ford Fund to the Global Giving Ukraine Relief Fund for humanitarian aid to assist Ukrainian citizens and families who have been displaced.
2025-04,do-455,Formula One World Championship Limited,70,Consumer discretionary,XM-DAC-41122,United Nations Children's Fund (UNICEF),1,1,spending,722,1308901,1308901,Cash donation to UNICEF National Committee United Kingdom
2025-04,do-161,Fortum Oyj,70,Utilities,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),1,1,spending,257,223091,223091,"CHF 206,421"
2025-04,do-162,FOX Corporation,70,Communications services,ro-116,Ukrainian Red Cross Society,1,1,commitments,258,13533377,13533377,"FOX Corporation donated $1 million to the American Red Cross to support their mission to provide aid and resources including water, medical supplies, housing support and more to the most vulnerable — both within Ukraine and for those who have been forced to leave their homes. FOX employees have together raised more than $13 million. "
2025-04,do-163,FreeWill Co.,70,Financials,ro-113,Ukraine Humanitarian Fund (UHF),1,1,commitments,259,10800,10800,Donation from US-based estate planning public benefit company.
2025-04,do-476,Fuel Relief Fund,70,Energy,XM-DAC-41140,World Food Programme (WFP),1,1,spending,751,7000,7000,Donations from non-profit linked to energy industry. Ongoing and valuation will be updated.
2025-04,do-164,Fujitsu Group,70,Consumer discretionary,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),1,1,commitments,260,1000000,1000000,Donation to provide urgently needed humanitarian support for the many people displaced by the ongoing crisis in Ukraine and countries in the surrounding region.
2025-04,do-165,Fuller Landau LLP,70,Financials,ro-17,Canadian Red Cross Society,1,1,commitments,261,7980,7980,"CAD 10,000 donation from company-sponsored Fuller Giving Foundation."
2025-04,do-166,"Fundación ""la Caixa""",70,Financials,ro-163,Spanish Committee for UNHCR,1,1,commitments,262,1041950,1041950,€1 million to UNHCR Spanish Committee.
2025-04,do-167,Fundación A.M.A.,70,Financials,ro-37,Fundación Mensajeros por la Paz [NGO],1,1,commitments,263,1090000,1090000,Fundación A.M.A. donated €1 million to provide humanitarian assistance to Ukrainians displaced by the conflict inside the country and Ukrainian refugees outside the country.
2025-04,do-168,Fundación Aon España,70,Utilities,ro-101,Spanish Red Cross,1,1,commitments,264,21800,21800,"€20,000 to support response to the humanitarian crisis in Ukraine, in border countries and humanitarian corridors, as well as the reception of refugees arriving in Spain."
2025-04,do-169,Fundacion MAPFRE,70,Financials,ro-37,Fundación Mensajeros por la Paz [NGO],1,1,commitments,265,76300,76300,"Matching contributions to its Help Ukraine campaign, up to a maximum of 70,000 euros. The campaign aims to help cover the urgent needs of displaced Ukrainians in Romania. "
2025-04,do-170,Ganni,70,Consumer discretionary,DK-CVR-20699310,Danish Refugee Council [NGO],1,1,commitments,266,14700,14700,"DKK 100,000 donation from Danish ready-to-wear fashion brand. "
2025-04,do-171,GE Foundation,70,Industrials,ro-25,"Airlink, Inc. [NGO]",1,1,spending,267,100000,100000,GE and the GE Foundation announced $4.5 million in philanthropic commitments to provide immediate support to Ukraine and neighboring countries impacted by the violence. 
2025-04,do-171,GE Foundation,70,Industrials,US-EIN-13-5660870,International Rescue Committee (IRC) [NGO],1,1,spending,268,400000,400000,GE and the GE Foundation announced $4.5 million in philanthropic commitments to provide immediate support to Ukraine and neighboring countries impacted by the violence. 
2025-04,do-172,GE Healthcare,70,Industrials,ro-70,Ministry of Health of Ukraine [government],1,1,spending,269,4000000,4000000,"$4 million in life-saving medical equipment, including handheld ultrasound devices, mobile X-ray units, ventilators and patient monitors. "
2025-04,do-173,General Motors,70,Consumer discretionary,US-EIN-13-5660870,International Rescue Committee (IRC) [NGO],1,1,commitments,270,250000,250000,Donation from GM North America.
2025-04,do-174,Gilead Foundation,70,Health care,ro-2,Unspecified (see notes),1,1,commitments,271,3700000,3700000,"Donation from foundation associated with Gilead Sciences, Inc. plus matched contributions from employees. "
2025-04,do-175,GlaxoSmithKline plc,70,Consumer staples,GB-COH-03259922,Crown Agents [NGO],1,1,commitments,272,325654,325654,"GSK donated £250,000 to Crown Agents (an NGO that has worked with the Ukrainian Ministry of Health for the past 20 years) to fund 2,500 medical trauma kits; and are in discussions with them on how to enable continued supply of essential medicines into Ukraine. "
2025-04,do-175,GlaxoSmithKline plc,70,Consumer staples,XM-DAC-21016,International Committee of the Red Cross (ICRC),1,1,commitments,273,3960000,3960000,GSK is making a £3m donation to the Red Cross’s Ukraine crisis work. 
2025-04,do-175,GlaxoSmithKline plc,70,Consumer staples,GB-COH-213890,Save the Children [NGO],1,1,commitments,274,325654,325654,"GSK donated £3.25million to the Red Cross and Save the Children who are providing food, water, first aid, medicines, warm clothes and shelter for people in Ukraine and refugees at the border. "
2025-04,do-456,GN Store Nord A/S,70,Health care,XM-DAC-41122,United Nations Children's Fund (UNICEF),1,1,spending,723,960889,960889,Cash donation to UNICEF National Committee Denmark
2025-04,do-423,GoFundMe.org,70,Information technology,XM-DAC-41140,World Food Programme (WFP),1,1,spending,666,97000,97000,Donation of proceeds from GoFundMe online public fundraising campaign (not a direct donation from the company itself).
2025-04,do-177,Google,70,Information technology,ro-82,Polish Center for International Aid Foundation [NGO],1,1,commitments,275,2600000,2600000,PLN 10 million donation announced on official Google Blog Polska.
2025-04,do-177,Google,70,Information technology,ro-106,The Association for Legal Intervention [NGO],1,1,commitments,276,1000000,1000000,PLN 4 million donation announced on official Google Blog Polska.
2025-04,do-177,Google,70,Information technology,XM-DAC-41122,United Nations Children's Fund (UNICEF),1,1,spending,724,1631061,1631061,Cash donation to UNICEF National Committee United States
2025-04,do-177,Google,70,Information technology,ro-133,unspecified Google cash recipients,1,1,commitments,277,13200000,13200000,Employee fundraising campaign proceeds (inclusive of company matching funds).
2025-04,do-177,Google,70,Information technology,ro-134,unspecified Google in-kind recipients,1,1,commitments,278,5000000,5000000,In-kind Google Ads grants committed to humanitarian organizations in support of the Ukraine humanitarian response from Google.org.
