Reporting org id,Reporting org name,Reporting org type,Provider org id,Provider org name,Provider org type,Receiver org id,Receiver org name,Receiver org type,Humanitarian?,Strict?,Transaction direction,Total money,Notes
#org+id+reporting,#org+name+reporting,#org+reporting+type,#org+id+provider,#org+name+provider,#org+type+provider,#org+id+receiver,#org+name+receiver,#org+type+receiver,#indicator+bool+humanitarian,#indicator+bool+strict,#x_transaction_direction,#value+total,#description
cd-146,"Fast Retailing Co., Ltd.",70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,10000000,"US$10 million (approx. 1.15 billion yen) to UNHCR to provide such urgent assistance as shelter, psychosocial support and core relief items to affected populations in Ukraine and neighboring countries. Fast Retailing will also provide 100,000 pieces of UNIQLO clothing and other items (no cash value provided)."
cd-147,Federation Internationale de l'Automobile,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,531711,"CHF 511,711 from Paris-based association representing motor organizations and the governing body for Formula One."
cd-148,Fédération nationale des Caisses d’Epargne,70,,,,ro-36,French Red Cross,,1,1,outgoing,1628700,€1.5 million donation from French cooperative banking association. 
cd-148,Fédération nationale des Caisses d’Epargne,70,,,,ro-45,Groupe Habitat en Région [NGO],,1,1,outgoing,1954440,€1.8 million donation from French cooperative banking association. 
cd-149,Federation of the European Sporting Goods Industry,70,,,,ro-113,Ukraine Humanitarian Fund (UHF),,1,1,outgoing,10701,Cash donation from trade federation.
cd-150,Ferrari s.P.A.,70,,,,ro-149,unspecified or multiple recipients,,1,1,outgoing,1068501,€1 million to support Ukrainians in need.
cd-512,Ferrero SpA,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,1005455,€ 1 million donation to help children and families in Ukraine
cd-495,Ferrexpo plc,70,,,,ro-149,unspecified or multiple recipients,,1,1,outgoing,12500000,US$12.5 million for humanitarian needs. 
cd-151,Fidelity Investments Inc.,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,93432,"CHF 88,653 from American financial services corporation."
cd-152,Fondation CHANEL,70,,,,ro-149,unspecified or multiple recipients,,1,1,outgoing,2177020,€2 million donation split between UNHCR and CARE International. 
cd-153,Fondation Egis,70,,,,ro-1,Agency for Technical Cooperation and Development (ACTED) [NGO],,1,1,outgoing,108554,"€100,000 to provide direct support to the affected population in Ukraine and from border countries."
cd-154,Fondation Groupe Pierre & Vacances-Center Parcs,70,,,,ro-99,SOS Children's Villages [NGO],,1,1,outgoing,162968,"€150,000 to support children separated from their parents and families."
cd-155,Fondation Orange,70,,,,ro-149,unspecified or multiple recipients,,1,1,outgoing,1088550,"€1,000,000 to the French Red Cross, UNHCR, and local partners responding to the Ukraine crisis from the foundation linked to Orange (French mobile network operator). "
cd-156,Fondation RAJA-Danièle Marcovici,70,,,,ro-21,Centrum Praw Kobiet [NGO],,1,1,outgoing,54277,"€50,000 to manage the reception of Ukrainian refugee women."
cd-157,Fondazione Cariplo,70,,,,ro-149,unspecified or multiple recipients,,1,1,outgoing,3701022,"€3,400,000 allocation to support multiple response activities from foundation established by several Italian banks. "
cd-158,Fondazione Generali,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,1085800,€1 million donation from foundation linked to Italian insurance company. 
cd-159,Forada Limited,70,,,,ro-113,Ukraine Humanitarian Fund (UHF),,1,1,outgoing,25000,Donation from UK investment firm.
cd-160,Ford Motor Company Fund,70,,,,US-EIN-300108263,GlobalGiving [NGO],,1,1,outgoing,100000,Donation from the Ford Fund to the Global Giving Ukraine Relief Fund for humanitarian aid to assist Ukrainian citizens and families who have been displaced.
cd-455,Formula One World Championship Limited,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,1308901,Cash donation to UNICEF National Committee United Kingdom
cd-161,Fortum Oyj,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,223091,"CHF 206,421"
cd-162,FOX Corporation,70,,,,ro-116,Ukrainian Red Cross Society,,1,1,outgoing,13533377,"FOX Corporation donated $1 million to the American Red Cross to support their mission to provide aid and resources including water, medical supplies, housing support and more to the most vulnerable — both within Ukraine and for those who have been forced to leave their homes. FOX employees have together raised more than $13 million. "
cd-163,FreeWill Co.,70,,,,ro-113,Ukraine Humanitarian Fund (UHF),,1,1,outgoing,10800,Donation from US-based estate planning public benefit company.
cd-476,Fuel Relief Fund,70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,7000,Donations from non-profit linked to energy industry. Ongoing and valuation will be updated.
cd-164,Fujitsu Group,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,1000000,Donation to provide urgently needed humanitarian support for the many people displaced by the ongoing crisis in Ukraine and countries in the surrounding region.
cd-165,Fuller Landau LLP,70,,,,ro-17,Canadian Red Cross Society,,1,1,outgoing,7980,"CAD 10,000 donation from company-sponsored Fuller Giving Foundation."
cd-166,"Fundación ""la Caixa""",70,,,,ro-163,Spanish Committee for UNHCR,,1,1,outgoing,1041950,€1 million to UNHCR Spanish Committee.
cd-167,Fundación A.M.A.,70,,,,ro-37,Fundación Mensajeros por la Paz [NGO],,1,1,outgoing,1090000,Fundación A.M.A. donated €1 million to provide humanitarian assistance to Ukrainians displaced by the conflict inside the country and Ukrainian refugees outside the country.
cd-168,Fundación Aon España,70,,,,ro-101,Spanish Red Cross,,1,1,outgoing,21800,"€20,000 to support response to the humanitarian crisis in Ukraine, in border countries and humanitarian corridors, as well as the reception of refugees arriving in Spain."
cd-169,Fundacion MAPFRE,70,,,,ro-37,Fundación Mensajeros por la Paz [NGO],,1,1,outgoing,76300,"Matching contributions to its Help Ukraine campaign, up to a maximum of 70,000 euros. The campaign aims to help cover the urgent needs of displaced Ukrainians in Romania. "
cd-170,Ganni,70,,,,DK-CVR-20699310,Danish Refugee Council [NGO],,1,1,outgoing,14700,"DKK 100,000 donation from Danish ready-to-wear fashion brand. "
cd-171,GE Foundation,70,,,,ro-2,"Airlink, Inc. [NGO]",,1,1,outgoing,100000,GE and the GE Foundation announced $4.5 million in philanthropic commitments to provide immediate support to Ukraine and neighboring countries impacted by the violence. 
cd-171,GE Foundation,70,,,,US-EIN-13-5660870,International Rescue Committee (IRC) [NGO],,1,1,outgoing,400000,GE and the GE Foundation announced $4.5 million in philanthropic commitments to provide immediate support to Ukraine and neighboring countries impacted by the violence. 
cd-172,GE Healthcare,70,,,,ro-70,Ministry of Health of Ukraine [government],,1,1,outgoing,4000000,"$4 million in life-saving medical equipment, including handheld ultrasound devices, mobile X-ray units, ventilators and patient monitors. "
cd-173,General Motors,70,,,,US-EIN-13-5660870,International Rescue Committee (IRC) [NGO],,1,1,outgoing,250000,Donation from GM North America.
cd-174,Gilead Foundation,70,,,,ro-149,unspecified or multiple recipients,,1,1,outgoing,3700000,"Donation from foundation associated with Gilead Sciences, Inc. plus matched contributions from employees. "
cd-175,GlaxoSmithKline plc,70,,,,GB-COH-03259922,Crown Agents [NGO],,1,1,outgoing,325654,"GSK donated £250,000 to Crown Agents (an NGO that has worked with the Ukrainian Ministry of Health for the past 20 years) to fund 2,500 medical trauma kits; and are in discussions with them on how to enable continued supply of essential medicines into Ukraine. "
cd-175,GlaxoSmithKline plc,70,,,,XM-DAC-21016,International Committee of the Red Cross (ICRC),,1,1,outgoing,3960000,GSK is making a £3m donation to the Red Cross’s Ukraine crisis work. 
cd-175,GlaxoSmithKline plc,70,,,,GB-COH-213890,Save the Children [NGO],,1,1,outgoing,325654,"GSK donated £3.25million to the Red Cross and Save the Children who are providing food, water, first aid, medicines, warm clothes and shelter for people in Ukraine and refugees at the border. "
cd-456,GN Store Nord A/S,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,960889,Cash donation to UNICEF National Committee Denmark
cd-423,GoFundMe.org,70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,97000,Donation of proceeds from GoFundMe online public fundraising campaign (not a direct donation from the company itself).
cd-177,Google,70,,,,ro-82,Polish Center for International Aid Foundation [NGO],,1,1,outgoing,2600000,PLN 10 million donation announced on official Google Blog Polska.
cd-177,Google,70,,,,ro-106,The Association for Legal Intervention [NGO],,1,1,outgoing,1000000,PLN 4 million donation announced on official Google Blog Polska.
cd-177,Google,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,1631061,Cash donation to UNICEF National Committee United States
cd-177,Google,70,,,,ro-133,unspecified Google cash recipients,,1,1,outgoing,13200000,Employee fundraising campaign proceeds (inclusive of company matching funds).
cd-177,Google,70,,,,ro-134,unspecified Google in-kind recipients,,1,1,outgoing,5000000,In-kind Google Ads grants committed to humanitarian organizations in support of the Ukraine humanitarian response from Google.org.
cd-177,Google,70,,,,ro-135,unspecified Google.org cash recipients,,1,1,outgoing,12891172,Cash grants to support humanitarian aid efforts in Ukraine from Google.org. Reported by Google as $19m and manually reduced for identified grant recipients.
cd-177,Google,70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,877767,Cash grant from Google.org.
cd-179,Grammarly Inc.,70,,,,ro-149,unspecified or multiple recipients,,1,1,outgoing,5000000,Pledged donation from US-based tech firm. 
cd-180,Group 1001 Resources,70,,,,ro-113,Ukraine Humanitarian Fund (UHF),,1,1,outgoing,20000,Donation from a leading life insurance holding company in the United States. 
cd-437,Group DF,70,,,,ro-173,National Bank of Ukraine [government],,1,1,outgoing,3386651,UAH 100 million transferred to the Ukrainian central bank for humanitarian relief.
cd-181,Groupe BPCE,70,,,,ro-36,French Red Cross,,1,1,outgoing,5429000,"Groupe BPCE’s companies the Banques Populaires, Caisses d'Epargne, Natixis CIB, Natixis IM, Banque Palatine, and all the subsidiaries of Groupe BPCE and the Natixis foundation will be donating almost €5 million to the French Red Cross. "
cd-182,Groupe Caisse d'épargne,70,,,,ro-36,French Red Cross,,1,1,outgoing,1631224,"€1,000,000 to support the affected populations by the crisis."
cd-183,Groupe Crédit Agricole,70,,,,ro-149,unspecified or multiple recipients,,1,1,outgoing,10858000,€10 million pledge from foundation linked to French multinational bank group. 
cd-184,Grünenthal,70,,,,ro-149,unspecified or multiple recipients,,1,1,outgoing,421842,€400.000€ to the Red Cross to support humanitarian relief efforts in Ukraine and Eastern Europe.
cd-185,Gucci,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,500000,"$500,000 in response to the crisis in Ukraine."
cd-186,H&M Hennes & Mauritz AB,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,820817,Cash donation to UNICEF National Committee Sweden
cd-186,H&M Hennes & Mauritz AB,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,930684,"€760,000 + SEK 956,000. "
cd-187,H. Lundbeck A/S,70,,,,DK-CVR-20700211,Danish Red Cross,,1,1,outgoing,1500000,DKK 10 million cash donation to support emergency relief efforts.
cd-424,Happybean Foundation,70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,74867,"Non-profit linked to Naver, a South Korean online platform and search engine."
cd-188,Heartland,70,,,,DK-CVR-20700211,Danish Red Cross,,1,1,outgoing,1465524,"BESTSELLER's parent company HEARTLAND has donated DKK 100 million to humanitarian efforts and other initiatives that will make a difference for Ukraine and the Ukrainian people. Initially, HEARTLAND has donated DKK 10 million to the Red Cross, UNICEF and the UN Refugee Agency (UNHCR), all of which work to help Ukraine. Later, donations to a number of other aid programmes will follow. "
cd-188,Heartland,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,1434612,BESTSELLER's parent company HEARTLAND has donated DKK 100 million to humanitarian efforts and other initiatives that will make a difference for Ukraine and the Ukrainian people. Donation made to UNICEF National Committee Denmark.
cd-188,Heartland,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,1465524,"BESTSELLER's parent company HEARTLAND has donated DKK 100 million to humanitarian efforts and other initiatives that will make a difference for Ukraine and the Ukrainian people. Initially, HEARTLAND has donated DKK 10 million to the Red Cross, UNICEF and the UN Refugee Agency (UNHCR), all of which work to help Ukraine. Later, donations to a number of other aid programmes will follow. "
cd-188,Heartland,70,,,,ro-149,unspecified or multiple recipients,,1,1,outgoing,10258668,"BESTSELLER's parent company HEARTLAND has donated DKK 100 million to humanitarian efforts and other initiatives that will make a difference for Ukraine and the Ukrainian people. Initially, HEARTLAND has donated DKK 10 million to the Red Cross, UNICEF and the UN Refugee Agency (UNHCR), all of which work to help Ukraine. Later, donations to a number of other aid programmes will follow. "
cd-189,Helly Hansen,70,,,,ro-17,Canadian Red Cross Society,,1,1,outgoing,158000,"CAD 200,000 in response to the crisis in Ukraine. "
cd-190,HELP Logistics,70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,500000,"In-kind donation of office supplies, ground logistics, air and road passenger transport. Foundation associated with German shipping/logistics company. "
cd-191,Hendrick Automotive,70,,,,GB-CHC-1001349,Samaritan’s Purse [NGO],,1,1,outgoing,200000,"$200,000 to Samaritan’s Purse for disaster assistance in Ukraine."
cd-486,Henkel AG & Co. KGaA,70,,,,ro-149,unspecified or multiple recipients,,1,1,outgoing,5132600,"More than €5,000,000 cash and in-kind donation to partners including the Red Cross, Aktion Deutschland Hilft eV, Habitat for Humanity and others. "
cd-192,Hermès International S.A.,70,,,,ro-113,Ukraine Humanitarian Fund (UHF),,1,1,outgoing,10000,Donation from French luxury house.
cd-193,Hilco Global,70,,,,ro-102,Sunflower of Peace [NGO],,1,1,outgoing,37500,"Hilco Global, through its Hilco Helps initiative, is donating $75,000 split equally between Sunflower of Peace and United Help Ukraine."
cd-193,Hilco Global,70,,,,ro-119,United Help Ukraine [NGO],,1,1,outgoing,37500,"Hilco Global, through its Hilco Helps initiative, is donating $75,000 split equally between Sunflower of Peace and United Help Ukraine."
cd-194,"Hillenbrand, Inc.",70,,,,ro-113,Ukraine Humanitarian Fund (UHF),,1,1,outgoing,25000,Donation from industrial manufacturer.
cd-195,"Hitachi Astemo, Ltd.",70,,,,ro-61,Japanese Red Cross Society,,1,1,outgoing,78753,10 million Japanese yen paid May 2022
cd-196,"Hitachi, Ltd.",70,,,,ro-5,American Red Cross,,1,1,outgoing,236255,30 million Japanese yen. Part of 63 million Japanese yen donated through company match program. Employees contributed 40m JPY and the company matched 23m JPY as of 26 May.
cd-196,"Hitachi, Ltd.",70,,,,XM-DAC-21016,International Committee of the Red Cross (ICRC),,1,1,outgoing,126002,16 million Japanese yen. Part of 63 million Japanese yen donated through company match program. Employees contributed 40m JPY and the company matched 23m JPY as of 26 May.
cd-196,"Hitachi, Ltd.",70,,,,ro-61,Japanese Red Cross Society,,1,1,outgoing,1340807,175 million Japanese yen paid in March
cd-196,"Hitachi, Ltd.",70,,,,ro-98,Singapore Red Cross Society,,1,1,outgoing,35438,4.5 million Japanese yen. Part of 63 million Japanese yen donated through company match program. Employees contributed 40m JPY and the company matched 23m JPY as of 26 May.
cd-196,"Hitachi, Ltd.",70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,1497134,"175 million Japanese yen paid in March, plus millions more contributed by employees. Donation to UNICEF National Committee Japan."
cd-196,"Hitachi, Ltd.",70,,,,ro-154,World Central Kitchen [NGO],,1,1,outgoing,15750,2 million Japanese yen. Part of 63 million Japanese yen donated through company match program. Employees contributed 40m JPY and the company matched 23m JPY as of 26 May.
cd-197,Home Capital Group,70,,,,ro-17,Canadian Red Cross Society,,1,1,outgoing,39500,"Donation of $50,000 CAD to the Canadian Red Cross Ukraine Humanitarian Crisis Appeal in support of humanitarian relief efforts in Ukraine."
cd-198,Hotel Engine,70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,35200,"Donation of $100 per associate. The company is also offering assistance to its associates, clients and contractors who have friends and family fleeing the Ukraine."
cd-199,"Humble Bundle, Inc.",70,,,,ro-149,unspecified or multiple recipients,,1,1,outgoing,20817220,"€19,197,348 raised for Razom, IRC, IMC, and Direct Relief through sales of a ""Humble Bundle"" collection of video games sold with a portion of the price going towards charity and the rest split between the game developers. "
cd-200,Hyundai Motor Company,70,,,,XM-DAC-21016,International Committee of the Red Cross (ICRC),,1,1,outgoing,1000000,$1 million to the Red Cross to provide humanitarian aid to Ukraine.
cd-201,IBM,70,,,,CZ-ICO-25755277,People in Need [NGO],,1,1,outgoing,250000,Donation to NGO working to support Ukrainian refugees.
cd-201,IBM,70,,,,ro-83,Polish Humanitarian Action [NGO],,1,1,outgoing,250000,Donation to NGO working to support Ukrainian refugees.
cd-202,Iceland Foods Charitable Foundation,70,,,,GB-CHC-220949,British Red Cross Society ,,1,1,outgoing,198000,"Iceland Charitable Foods Foundation will donate £150,000 to the British Red Cross to help those who have been displaced by the conflict access necessities and medical care."
cd-203,ICR Touch,70,,,,GB-CHC-1062638,Disasters Emergency Committee (DEC) [NGO],,1,1,outgoing,26440,"£20,000 to the Disasters Emergency Committee (DEC) to aid the people of the Ukraine."
cd-204,Ikea Foundation,70,,,,ro-66,Médecins Sans Frontières (MSF) [NGO],,1,1,outgoing,5500000,"€5 million donation to MSF emergency fund to give life-saving care where the needs are greatest, including in and around Ukraine. "
cd-204,Ikea Foundation,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,22471910,€20 million immediate donation to support Ukraine. 
cd-426,IMC International Metalworking Companies B.V.,70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,720000,Donation from the second-largest company for metalworking products in the world.
cd-205,INFICON Holding AG,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,27019,"CHF 25,000"
cd-206,Inflexion Foundation,70,,,,GB-CHC-220949,British Red Cross Society ,,1,1,outgoing,654000,"£500,000 to the Disasters Emergency Committee (DEC) Ukraine Appeal, through the British Red Cross. "
cd-457,ING Group,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,3260870,Cash donation to UNICEF National Committee Netherlands
cd-207,Ingersoll Rand Inc.,70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,242500,Donation from US industrial tool company.
cd-208,Intel Foundation,70,,,,ro-5,American Red Cross,,1,1,outgoing,350000,Part of a $2 million commitment from the Intel Foundation.
cd-208,Intel Foundation,70,,,,ro-39,Geeks Without Frontiers [NGO],,1,1,outgoing,500000,Part of a $2 million commitment from the Intel Foundation.
cd-208,Intel Foundation,70,,,,US-EIN-300108263,GlobalGiving [NGO],,1,1,outgoing,560000,Part of a $2 million commitment from the Intel Foundation.
cd-208,Intel Foundation,70,,,,ro-127,United Nations Children's Fund (UNICEF) USA,,1,1,outgoing,540000,Part of a $2 million commitment from the Intel Foundation.
cd-208,Intel Foundation,70,,,,ro-150,USA for UNHCR,,1,1,outgoing,550000,Part of a $2 million commitment from the Intel Foundation.
cd-425,Internet Corporation for Assigned Names and Numbers (ICANN),70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,1000000,US-based non-profit company responsible for coordinating and maintaining internet databases and namespaces.
cd-209,Interogo Holding AG,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,5396868,"CHF 5,120,830 from foundation-owned investment group spun off from Ikea."
cd-438,Interpipe Group,70,,,,ro-174,Revival of the Region [NGO],,1,1,outgoing,73387,"UAH 180,000 for humanitarian relief plus UAH 2 million for medical support; part of an overall UAH 10.2 million of support to the Ukrainian military."
cd-210,Intuit Inc.,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,1000000,Money to help support the people of Ukraine. The company is  also offering a 2:1 match to double employee donations supporting relief efforts.
cd-211,Ipsen,70,,,,ro-36,French Red Cross,,1,1,outgoing,791059,"Donation of €1.5 million, split between two humanitarian organizations."
cd-211,Ipsen,70,,,,ro-110,Tulipe [NGO],,1,1,outgoing,791059,"Donation of €1.5 million, split between two humanitarian organizations."
cd-432,Iwan Budnikowsky GmbH & Co. KG (Budni),70,,,,ro-172,Hanseatic Help e.V. [NGO],,1,1,outgoing,147345,"€140,000 worth of hygiene products distributed through Hanseatic Help to families in need in the war zone."
cd-432,Iwan Budnikowsky GmbH & Co. KG (Budni),70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,336838,"€320,000 to UNICEF to support children and families in the war zone in Ukraine"
cd-212,Jaguar Land Rover,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,178930,"CHF 172,200 from British automobile manufacturer (now owned by Tata Motors)."
cd-213,James M. Cox Foundation,70,,,,ro-5,American Red Cross,,1,1,outgoing,500000,Donation from the foundation associated with Cox Enterprises.
cd-214,Japan Sporting Goods Industries Association,70,,,,ro-113,Ukraine Humanitarian Fund (UHF),,1,1,outgoing,10000,Donation from the nonprofit association representing Japanese sporting goods companies. 
cd-458,Jefferies Group LLC ,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,950000,Cash donation to UNICEF National Committee Italy
cd-215,John Legere Family Foundation,70,,,,ro-113,Ukraine Humanitarian Fund (UHF),,1,1,outgoing,25000,Donation from the private foundation of the former CEO of T-Mobile USA. 
cd-216,John Lewis Partnership,70,,,,GB-CHC-220949,British Red Cross Society ,,1,1,outgoing,330000,"£100,000 in support of the Ukraine Crisis Appeal."
cd-217,Johnson & Johnson Foundation,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,4877232,"CHF 4,699,560"
cd-217,Johnson & Johnson Foundation,70,,,,US-EIN-13-5660870,International Rescue Committee (IRC) [NGO],,1,1,outgoing,2544454,"Donation of $10 million, of which $2.5 million will go to IFRC [confirmed as CHF 2,329,950 from Johnson & Johnson Foundation], $2.5 million to IRC, and the remainder to partners including IHP UK, Americares, Direct Relief, Save the Children, and UNICEF. "
cd-217,Johnson & Johnson Foundation,70,,,,ro-149,unspecified or multiple recipients,,1,1,outgoing,5000000,"Donation of $10 million, of which $2.5 million will go to IFRC [confirmed as CHF 2,329,950 from Johnson & Johnson Foundation], $2.5 million to IRC, and the remainder to partners including IHP UK, Americares, Direct Relief, Save the Children, and UNICEF. "
cd-218,Jonathan Molot and Hattie Ruttenberg Foundation,70,,,,ro-113,Ukraine Humanitarian Fund (UHF),,1,1,outgoing,43249,Donation from private foundation associated with the founder of Burford Capital. 
cd-219,JPMorgan Chase & Co.,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,950000,Cash donation to UNICEF National Committee United States
cd-219,JPMorgan Chase & Co.,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,1000000,"Commitment of up to $5 million to IMC, IRC, Polska Akcja Humanitarna, US Fund for UNICEF, UNHCR, and World Central Kitchen."
cd-219,JPMorgan Chase & Co.,70,,,,ro-149,unspecified or multiple recipients,,1,1,outgoing,4000000,"Commitment of up to $5 million to IMC, IRC, Polska Akcja Humanitarna, US Fund for UNICEF, UNHCR, and World Central Kitchen."
cd-220,JYSK,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,156078,Reported in OCHA FTS as in-kind. Needs additional verification. 
cd-515,K+S Aktiengesellschaft,70,,,,ro-3,Aktion Deutschland Hilft [NGO],,1,1,outgoing,503604,"€ 500,000 donation for humanitarian aid"
cd-221,Kansas City Southern Charitable Fund,70,,,,ro-5,American Red Cross,,1,1,outgoing,500000,"To support the global Red Cross network response to the Ukraine humanitarian crisis, and will also match employees’ contributions to the American Red Cross for this effort. "
cd-459,KDDI Corporation,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,879894,Cash donation to UNICEF National Committee Japan
cd-222,Keen,70,,,,ro-149,unspecified or multiple recipients,,1,1,outgoing,165000,"150,000 euros in cash and products to support Ukrainian refugees arriving in Poland, Slovakia and Hungary."
cd-223,Kerry Group plc,70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,273823,Donation from Irish food company. 
cd-224,KeyBank Foundation,70,,,,ro-5,American Red Cross,,1,1,outgoing,100000,"KeyBank Foundation will give a $100,000 grant to the American Red Cross to support its efforts to provide food, water, and other essential items and services to the people of Ukraine."
cd-224,KeyBank Foundation,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,50000,"KeyBank Foundation will make a $50,000 grant to UNICEF for its work supporting children and families impacted by the war in Ukraine."
cd-225,Kikkoman,70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,1000000,Kikkoman Corporation will donate JPY 115 million yen (approximately USD 1 million) to the WFP. 
cd-226,Kimberly-Clark,70,,,,ro-149,unspecified or multiple recipients,,1,1,outgoing,1000000,"$500,000 donation from the Kimberly-Clark Foundation to the Red Cross pledged. "
cd-227,Kinross Gold Corporation,70,,,,ro-17,Canadian Red Cross Society,,1,1,outgoing,1000000,Donation to the Canadian Red Cross Ukraine Humanitarian Crisis Appeal to assist those people most in need.
cd-228,Knockward Ltd,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,10849,"CHF 10,038"
cd-509,Knorr-Bremse AG,70,,,,ro-149,unspecified or multiple recipients,,1,1,outgoing,1307601,"€ 1,3 million donation to support the relief being provided to Ukraine by organizations such as the German Red Cross and UNICEF"
cd-229,KOEI TECMO,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,500000,Donation from Japanese video game and anime company. 
cd-230,Koninklijke DSM N.V.,70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,125071,Donation from Dutch health company.
cd-477,Koninklijke Philips N.V.,70,,,,ro-149,unspecified or multiple recipients,,1,1,outgoing,348632,"More than €335,000 donated by Philips employees and distributed through the Philips Foundation."
cd-231,KPMG LLP,70,,,,US-EIN-300108263,GlobalGiving [NGO],,1,1,outgoing,250000,"US CEO of KPMG Paul Knopp announced on Twitter an initial donation of US$250,000 to GlobalGiving’s Ukraine Crisis Relief Fund."
cd-232,Kroger Co. Zero Hunger Zero Waste Foundation,70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,242500,Donation from foundation associated with American supermarket chain.
cd-505,Krombacher Brauerei Bernhard Schadeberg GmbH & Co. KG,70,,,,ro-149,unspecified or multiple recipients,,1,1,outgoing,251462,"€ 250,000 donation to the German Red Cross and Aktion Deutschland Hilft."
cd-233,Kuehne + Nagel International AG,70,,,,XM-DAC-21016,International Committee of the Red Cross (ICRC),,1,1,outgoing,641124,"CHF 600,000. Part of commitment of at least CHF 10 million of in-kind support."
cd-233,Kuehne + Nagel International AG,70,,,,ro-89,redacted Recipient A,,1,1,outgoing,8234,"CHF 7,706. Part of commitment of at least CHF 10 million of in-kind support. Donor has requested that recipient be redacted."
cd-233,Kuehne + Nagel International AG,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,1824949,"CHF 1,707,890. Part of commitment of at least CHF 10 million of in-kind support."
cd-233,Kuehne + Nagel International AG,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,3231708,"CHF 3,024,415. Part of commitment of at least CHF 10 million of in-kind support."
cd-233,Kuehne + Nagel International AG,70,,,,XM-DAC-41119,United Nations Population Fund (UNFPA),,1,1,outgoing,36382,"CHF 34,048. Part of commitment of at least CHF 10 million of in-kind support."
